Time (s),Noise1,Noise2
0.0022500000000000003,-0.26019794602720947,-0.020911296461599116
0.0023,-0.1855771990457345,-0.3753624944989743
0.00235,-0.10934729593213305,-0.16682759758617224
0.0024000000000000002,-0.03897057084070126,0.25633411877998996
0.00245,0.01674841260937912,-0.006263676236091526
0.0025,0.05309768332512985,0.3110129261949554
0.00255,0.07434175525570784,0.06877691001666385
0.0026000000000000003,0.09120750651950732,0.13857924074940298
0.00265,0.1102275566240737,0.18402329205636617
0.0027,0.131354378066577,0.25630526870519704
0.0027500000000000003,0.1546634890252199,0.4324735619313394
0.0028,0.18311163488371313,0.15846220844817205
0.00285,0.21610999421986707,0.09775961472649745
0.0029000000000000002,0.24714964249157043,0.013252135345378302
0.00295,0.27124917074855004,0.15894849139688053
0.003,0.2863745061749563,0.17117770928457005
0.00305,0.2869747920190743,0.13923611795501234
0.0031000000000000003,0.2653629312579688,0.21053854166637595
0.00315,0.22128567600776583,0.219697661917307
0.0032,0.16321815868696876,0.02898549187266491
0.0032500000000000003,0.09855647088159317,-0.2819042766498322
0.0033,0.032427802366099566,-0.03982471281673289
0.00335,-0.02687459833119165,-0.4501929145791335
0.0034000000000000002,-0.07075258576934156,0.15518067663111487
0.0034500000000000004,-0.09613462642359978,0.019961353374807887
0.0035,-0.10456601988733057,0.027454525676653987
0.00355,-0.09801774253535657,0.5776403435637856
0.0036000000000000003,-0.07994238664571632,-0.04796123342878354
0.00365,-0.05630924980446169,-0.19417309586133646
0.0037,-0.031658268058076325,0.1934365581486504
0.0037500000000000003,-0.00714074159724929,0.13728315190043466
0.0038,0.01851399207484574,-0.25785068874295136
0.00385,0.04886241641446644,0.45191056455692025
0.0039000000000000003,0.08952833509566974,0.09197512046340751
0.00395,0.14542307639371777,-0.16739731430341076
0.004,0.21610227912397906,-0.06796191770322625
0.00405,0.29773115015966145,-0.2921090796337596
0.0041,0.38699656653300096,0.07644814616500131
0.00415,0.4800738507901655,0.09399460075093993
0.004200000000000001,0.5717982789699394,0.5354203363029265
0.00425,0.6546232376249611,0.14197418468866227
0.0043,0.7187671211401165,-0.29787024297119047
0.004350000000000001,0.7539251177773291,-0.07994033440173097
0.0044,0.753670867089926,-0.10510858975227781
0.00445,0.718696893343991,0.27946123954150337
0.0045000000000000005,0.653718085145789,0.150906769584245
0.00455,0.5640756067603983,0.04643889608224334
0.0046,0.45621133069712844,0.4924199608909788
0.0046500000000000005,0.33977180434165233,0.33474019094110624
0.0047,0.22566109144749666,0.0013512716628971751
0.00475,0.12264365275868629,0.14660591693668926
0.0048000000000000004,0.03829264071674872,0.11682667075143305
0.00485,-0.019310866829997997,0.17040663488599872
0.0049,-0.04488365618836993,-0.11959067410950674
0.00495,-0.03923942067397928,-0.4522176450321992
0.005,-0.007501611464474784,0.04380533206525129
0.005050000000000001,0.04220556294689786,-0.4469684870182739
0.0051,0.09967647356776643,-0.36101439451563094
0.00515,0.15355508698740122,-0.08744851903517227
0.005200000000000001,0.1960592293919266,-0.05268483247657212
0.00525,0.22514412222011707,-0.016230604407114345
0.0053,0.2390131956764867,0.006017600637313149
0.005350000000000001,0.23496650213997797,0.03966811841469027
0.0054,0.21356046344820392,-0.09726381134896236
0.00545,0.17816662807360004,0.2820466147633434
0.0055000000000000005,0.13237349956076508,-0.10888006720034951
0.00555,0.08334615468056017,0.15436184923245228
0.0056,0.042121475805224434,-0.11311131840875682
0.0056500000000000005,0.0195293021467121,0.21805566953584132
0.0057,0.022298094905571508,-0.2536306055116297
0.00575,0.05069028975231,0.2434925854525699
0.0058000000000000005,0.10043819371593887,-0.6365528607753415
0.00585,0.1669501743973058,-0.125755634321132
0.0059,0.2496564171383034,0.32624008510498953
0.00595,0.34739088874883206,0.08907506806083862
0.006,0.44967455556429003,-0.20516227973548776
0.006050000000000001,0.5392636235244883,-0.21440373616593475
0.0061,0.6018351502313436,-0.027356294540073746
0.00615,0.6292981673833122,-0.17400418996511816
0.006200000000000001,0.6139894972738258,-0.04837731645215243
0.00625,0.5494250490328755,-0.40242858794195535
0.0063,0.43869849943860156,-0.1634352484425848
0.006350000000000001,0.2931712204469509,-0.31847403030924476
0.0064,0.12431620608783488,-0.24760843742668492
0.00645,-0.056238311767116,0.2619858810486936
0.006500000000000001,-0.23170931179075746,0.0660475492442297
0.00655,-0.38230721626563957,0.32750835913316356
0.0066,-0.4933938854281565,0.018308532348361384
0.0066500000000000005,-0.5574282417281994,-0.2508499968382091
0.0067,-0.5699448015619156,-0.1528937500221928
0.00675,-0.5323351389228919,-0.09748037872542242
0.0068000000000000005,-0.45457232025012234,-0.03167297657944812
0.00685,-0.3508571931038988,-0.252400257147428
0.006900000000000001,-0.23474532163656323,0.2652708553798248
0.0069500000000000004,-0.11884934093310037,-0.3829444092533799
0.007,-0.015439416690467783,-0.34961396639185144
0.007050000000000001,0.06470155230011512,0.05176797481642863
0.0071,0.11418268866947215,0.12645886922849062
0.00715,0.13097125268347656,-0.41103213627653584
0.007200000000000001,0.11735715210931222,-0.3054759827865259
0.00725,0.07701180939099839,-0.05912731173262193
0.0073,0.013065400325108403,-0.029244399399080155
0.007350000000000001,-0.06834177389455638,-0.36820130180850713
0.0074,-0.15630488602609438,0.024997781377337876
0.00745,-0.24047480907488586,0.19978128417363078
0.007500000000000001,-0.31951737575933914,-0.0652206523161656
0.00755,-0.39506615135406964,-0.2260523641869274
0.0076,-0.4614100566272654,0.30776447611237817
0.0076500000000000005,-0.5085705784355069,0.12403790406449196
0.0077,-0.5321611705242898,0.155503710612699
0.00775,-0.5342471242186481,-0.029375525271951333
0.0078000000000000005,-0.5164313917508301,-0.4356617988706802
0.007850000000000001,-0.47869196160722405,-0.11746113064587103
0.0079,-0.4225485808907993,0.15279966789251787
0.00795,-0.35273311239789096,-0.22167692911447257
0.008,-0.2754895338660294,-0.21040893847147404
0.00805,-0.19971925211980754,0.2462793778776988
0.0081,-0.13733137215629043,0.04044543181930502
0.008150000000000001,-0.09830524891420966,-0.30863996001083105
0.0082,-0.08663033617918138,-0.2443839698704434
0.00825,-0.10058872861393571,0.0666435389573198
0.0083,-0.13737702307327737,-0.15643715555349016
0.00835,-0.1943292334351542,0.04265181490846247
0.008400000000000001,-0.2668761617750164,-0.19372236987738428
0.008450000000000001,-0.34894722933899736,0.2613559658120111
0.0085,-0.43350544780209077,0.176588363586607
0.00855,-0.5102946874483894,0.5917795922881016
0.0086,-0.566772106222976,0.34849146181058005
0.00865,-0.5971640726142315,-0.019716812960104493
0.008700000000000001,-0.6030543058143586,0.1577014770410299
0.00875,-0.5836940802650175,0.40634244518381635
0.0088,-0.5355441493039215,-0.2387419270841241
0.00885,-0.46178338851070616,0.040135286667177486
0.0089,-0.3722567187914658,0.2597836859312804
0.00895,-0.2747951723172136,-0.07409804778212345
0.009000000000000001,-0.17574357545133376,0.041222570635189436
0.00905,-0.08555889819631322,0.02469396260747215
0.0091,-0.014229150539797447,-0.18822275016815793
0.00915,0.03510137166948929,-0.036327977082720224
0.0092,0.06122694447133215,0.028231590559694784
0.009250000000000001,0.05852235912615512,-0.3215339282794066
0.009300000000000001,0.023044661478352924,0.6856723368563502
0.00935,-0.039349678339899434,0.5622241117654571
0.0094,-0.1158347421976923,0.15531310356323236
0.00945,-0.19671563663182706,-0.13798031488088972
0.0095,-0.2768283641595642,0.3202682816898811
0.009550000000000001,-0.3474225560904909,-0.08858111264418231
0.009600000000000001,-0.3958759200163349,0.23873452731742992
0.00965,-0.414383064103507,-0.040950529635787054
0.0097,-0.4006440965345892,-0.15610178594117527
0.00975,-0.3508621446934746,0.004651981794177491
0.0098,-0.2610950378093699,0.15377243023320278
0.009850000000000001,-0.13547558495407325,-0.11950405158256731
0.0099,0.013607283442017339,-0.08011211376393053
0.00995,0.1730034023788533,-0.1439057156783829
0.01,0.3319126494435046,-0.21603149482956
0.01005,0.4784124618098602,-0.17788609847179693
0.010100000000000001,0.5964425729510465,0.29552699285123935
0.010150000000000001,0.6710391351473719,-0.3880638588601912
0.0102,0.6953655003378398,0.09546793276778553
0.01025,0.6725768746065127,0.02413927540875409
0.0103,0.61012842247009,0.29771566157852414
0.01035,0.5158332597625958,0.2429869790133373
0.010400000000000001,0.40206501117612575,-0.055644321578180354
0.010450000000000001,0.28670751779056625,0.2683034818588713
0.0105,0.18539655480436298,-0.047846391891159974
0.01055,0.10871984514478371,0.09785361708621997
0.0106,0.06572230671295846,-0.21027238523891278
0.01065,0.06291123748061628,-0.064655559428534
0.010700000000000001,0.0996013407472714,-0.14797445778073842
0.010750000000000001,0.16830007234259,0.357545672593013
0.0108,0.2597655581536847,-0.4521033845126281
0.01085,0.3631803728838414,-0.13391410239731727
0.0109,0.46074160355931,-0.44244629042841055
0.01095,0.5304424463266894,0.05385802220350046
0.011000000000000001,0.5599691046171799,-0.6613552049150218
0.01105,0.5499391241481453,-0.14519718848932484
0.0111,0.5033806391272304,0.05541928890388551
0.01115,0.42042218069735066,0.22943595032322847
0.0112,0.30499767569857655,-0.005056271237765628
0.011250000000000001,0.16900238179300647,0.2943110252335002
0.011300000000000001,0.02876426922856978,0.020956647175799353
0.01135,-0.1014858452080108,0.32441302539854316
0.0114,-0.21138566536724088,0.18325741125183773
0.01145,-0.2922209148457289,0.2170229012991326
0.0115,-0.33625551845857987,-0.40440987939630907
0.011550000000000001,-0.33815307726783034,0.30197900418804047
0.011600000000000001,-0.2973091873468182,0.09356980068022726
0.01165,-0.21972128606748045,-0.1534989923210771
0.0117,-0.11708475796750939,-0.08640957373200267
0.01175,-0.0015316383572807834,0.19866931650064107
0.0118,0.11669817584598487,0.4941215584185211
0.011850000000000001,0.22436814974429273,0.08221041800179885
0.0119,0.30560619189272614,0.15934867328269517
0.01195,0.3471965572063423,-0.043373681102605324
0.012,0.3437142262398521,-0.14104429215292572
0.01205,0.29532847369321014,-0.11130544727025368
0.012100000000000001,0.20353538080916192,0.09651052800758599
0.012150000000000001,0.07405154867831734,0.321122066870354
0.0122,-0.07965005044047944,0.029842644012213683
0.01225,-0.23956999908801158,0.02979561271294585
0.0123,-0.39066734915952406,0.02555943782729792
0.01235,-0.5213862154021841,0.273594362904797
0.012400000000000001,-0.6184960071260517,0.06600222370831542
0.012450000000000001,-0.667660225202027,-0.25678929415606305
0.0125,-0.662354937812937,-0.4341157104696882
0.01255,-0.6053134276057728,-0.00884785760779916
0.0126,-0.5027380979589537,-0.0662876907720828
0.01265,-0.36216522116297467,-0.05663467321278566
0.012700000000000001,-0.19820998832624495,-0.05150650506060239
0.012750000000000001,-0.0308012597088297,-0.0712587273263657
0.0128,0.1234882982968434,0.23105531159143128
0.01285,0.2551817302777301,-0.01381736755986992
0.0129,0.35827175743626405,0.10713464483285352
0.012950000000000001,0.4270854886753933,-0.0399531746173612
0.013000000000000001,0.4585673276664143,0.35783728048503854
0.01305,0.45767007381349323,-0.042840128113802084
0.0131,0.43576709615573056,0.09363264360215427
0.01315,0.4024544141132942,0.08346886857292452
0.0132,0.36248005655657833,0.5223485723706022
0.013250000000000001,0.32345223193263917,-0.022565931348745367
0.013300000000000001,0.2958851478054594,0.014901322241975162
0.01335,0.2835757812818359,0.2785050482649227
0.0134,0.2814614265835106,0.13571753404765036
0.01345,0.2836024729092277,0.3038640680893988
0.0135,0.28817011625133704,-0.3063162712731763
0.013550000000000001,0.2929737710452265,-0.05332751117724435
0.013600000000000001,0.29401237838978433,0.1927620706890066
0.01365,0.2874706470711639,0.0598368811418602
0.0137,0.268512484303306,0.13033633011842563
0.01375,0.23097838094447856,-0.168701000332926
0.013800000000000002,0.17318309134504697,0.039873637268030615
0.013850000000000001,0.10155761668020744,-0.0927432079960078
0.013900000000000001,0.023873343841606276,0.17950432326857846
0.01395,-0.056721060804759076,-0.09569076785871655
0.014,-0.1372160407162209,0.13732809955633835
0.01405,-0.20763335089216695,0.22365444337243695
0.014100000000000001,-0.2549442250281092,0.28072720835025816
0.014150000000000001,-0.2727988236238574,-0.11671653248978556
0.0142,-0.26280696215105487,-0.10217742565570073
0.01425,-0.22668016833257157,-0.2682262158276577
0.0143,-0.16384865549848493,-0.2537346980941327
0.01435,-0.07671895445419907,0.5672044375769015
0.014400000000000001,0.02662973344785086,0.5595983683374319
0.014450000000000001,0.13702675011450008,0.36154027257840793
0.0145,0.24821945018503905,0.025691010325411046
0.01455,0.3535545994716614,-0.07936415543854157
0.0146,0.4440462705789749,-0.005835393123039354
0.014650000000000002,0.5129551698912753,0.0505687171590475
0.014700000000000001,0.5593434314603769,-0.031174554394221125
0.014750000000000001,0.582639794886305,-0.05150082546147605
0.0148,0.5798481126733761,-0.14200272624510402
0.01485,0.5515459880443179,0.1452271157110585
0.0149,0.5059260115728847,-0.01801254658246595
0.014950000000000001,0.4503232916968359,-0.005095712793910322
0.015000000000000001,0.3859921279506849,0.538856071866306
0.015050000000000001,0.3147564746853211,0.403854421927423
0.0151,0.24443057373713398,0.22255884198200684
0.01515,0.18408352798265476,-0.10587578940582466
0.0152,0.13526275163916054,0.04597601999137729
0.015250000000000001,0.09484662288802385,-0.15692111679374066
0.015300000000000001,0.0627144446839766,-0.11609240332456787
0.01535,0.042615524815736806,-0.17184951574234306
0.0154,0.0374828913453743,-0.15910358568487962
0.01545,0.04633093601864077,0.1532927301374953
0.0155,0.06725702555181316,0.16234380410618154
0.015550000000000001,0.0997352509829354,-0.09519786430988653
0.015600000000000001,0.1428802741643349,0.4711808416139789
0.01565,0.1923398066947867,0.14928975867283953
0.015700000000000002,0.24168931235070337,-0.04146997475937949
0.01575,0.28586714368503435,0.1686682876362721
0.0158,0.3233648329868791,0.34651515113869996
0.01585,0.35500249816141993,0.3993462299554854
0.0159,0.38049699650489804,-0.1734645783358925
0.015950000000000002,0.39431631609527334,0.009340222249182094
0.016,0.3882823519553998,-0.14176961079872302
0.016050000000000002,0.3617542967529607,-0.3759354356612244
0.0161,0.3247478231969404,-0.13802233821530296
0.01615,0.2902411095790456,0.00012865653148306513
0.0162,0.2651542743036024,-0.075122687774781
0.01625,0.2502172034467861,0.2602236199711305
0.016300000000000002,0.24589677590059944,-0.03533285598653719
0.01635,0.2533577006924731,-0.10983489092949528
0.0164,0.27016297876630496,0.34219565198556373
0.01645,0.28977589297453094,-0.16644633731887098
0.0165,0.30555661600314404,0.3710406196041713
0.016550000000000002,0.31286343832672686,0.09618826791220186
0.0166,0.30569562287253155,-0.07729666744174003
0.01665,0.2777464680090161,-0.19364391798329358
0.0167,0.23034371849605062,0.3973985599869683
0.01675,0.17435285837126493,0.36285300279902877
0.016800000000000002,0.12254591224987144,0.09980764210289798
0.01685,0.08341948927545288,0.18487161341750089
0.016900000000000002,0.06440504748952115,-0.007179891864592558
0.01695,0.07298030214565963,-0.3481086326307159
0.017,0.11136990214744608,-0.057673452973618436
0.01705,0.1737538268204058,0.20627926819517786
0.0171,0.25016827927138663,0.38044233656173754
0.017150000000000002,0.32965531873873594,-0.4545207514918591
0.0172,0.3982898955716822,0.32163858542237184
0.01725,0.4416362017459891,0.3048375609013974
0.0173,0.4526018447564667,0.15087112360894853
0.01735,0.42959120417842833,0.030788519765302662
0.017400000000000002,0.37101421077273794,0.37574261898368994
0.01745,0.27858910114168683,-0.3130752692504034
0.0175,0.16366600686177776,0.16012258617870762
0.01755,0.04460019840999542,-0.060366504906099634
0.0176,-0.062147419949775934,0.12052359908295535
0.017650000000000002,-0.14336797444916055,0.37148401562619193
0.0177,-0.18828213792538293,0.008625307405485224
0.017750000000000002,-0.1922438705378355,-0.18351853405211702
0.0178,-0.15806916132558652,-0.048369648668856895
0.01785,-0.09260768651658698,-0.45231570125587306
0.0179,-0.004390672628179791,-0.14747611466873436
0.01795,0.09699237731268566,-0.012106120812614031
0.018000000000000002,0.2004290218113935,-0.12987031578256816
0.01805,0.29405932874898444,0.06245305312728668
0.0181,0.3668357168382148,-0.16144753042497986
0.01815,0.4112427754795316,-0.15466582131240125
0.0182,0.4284711429968861,-3.20990651142477e-05
0.018250000000000002,0.4245297793650809,0.18144180084090647
0.0183,0.40289613550350767,0.1412644242616702
0.01835,0.36515256078443614,0.3179679473829542
0.0184,0.3169246718282802,0.29342673332972946
0.01845,0.26758267621112736,0.2027654406523769
0.018500000000000003,0.22684471363993006,0.15449632308379846
0.01855,0.2043088884104056,0.273793205558337
0.018600000000000002,0.20492235019075677,0.13218863092096106
0.01865,0.22469789778761387,-0.11201527907967543
0.0187,0.25644759044874427,-0.09833927236863031
0.01875,0.2979020383238895,-0.11480143439352869
0.0188,0.3476288987274624,-0.29638364030220316
0.018850000000000002,0.39592143002263985,-0.23792997172820637
0.0189,0.43056490569522055,-0.15348840049599546
0.01895,0.44459195515397526,0.031864028860919734
0.019,0.43396930353486646,0.04841668060001391
0.01905,0.39514800745255607,-0.11336517357164562
0.019100000000000002,0.32814308599498726,0.16602210498943368
0.01915,0.23621098085357453,-0.12772712413282114
0.019200000000000002,0.12340002436744686,-0.32452393116132716
0.01925,-0.005891015459178637,0.06390827574733975
0.0193,-0.1426003505852066,0.24670191792406485
0.019350000000000003,-0.2716247665230196,-0.26669230909333713
0.0194,-0.3772123143903567,0.0023263604507209493
0.019450000000000002,-0.4463504414941098,0.03304956504248616
0.0195,-0.46952510215132787,-0.35916132782426696
0.01955,-0.4432165285705783,0.2406863841839891
0.0196,-0.36965514003682526,-0.11592324935299549
0.01965,-0.25477564046605056,-0.11868780091116843
0.019700000000000002,-0.10711170713832664,0.6423791641408506
0.01975,0.0618236340302079,0.07770075400729728
0.0198,0.23586961427061343,0.025434589463710904
0.01985,0.3959343518090085,0.19517456003184014
0.0199,0.5241348391125361,-0.21393637334944438
0.019950000000000002,0.6063995347752885,-0.028910137891716797
0.02,0.6341817516815657,-0.17921424849358206
0.020050000000000002,0.6064101542586989,0.2513315387252997
0.0201,0.5283579997666101,-0.22242357552869904
0.02015,0.4089092271839339,-0.035883984771510655
0.020200000000000003,0.260422225825228,0.12554062209427133
0.02025,0.09955587737094004,0.2593818625469446
0.020300000000000002,-0.05630897079214776,-0.062537040639232
0.02035,-0.19355344742999375,-0.42608945230924483
0.0204,-0.3020957048109837,-0.07835283088675686
0.02045,-0.37512597894621647,-0.2140456960922525
0.0205,-0.4117616273461711,-0.2012811311598041
0.020550000000000002,-0.4171588871656263,0.2550491988458868
0.0206,-0.39894868939086137,0.07098183827633277
0.02065,-0.36471842803963106,0.04524109181723806
0.0207,-0.32171868968024386,-0.0802952215647636
0.02075,-0.27512818218424634,-0.11982624996141521
0.020800000000000003,-0.2261244382374246,0.13326459416047734
0.02085,-0.17579931767540316,-0.07891286177936212
0.020900000000000002,-0.128024367739072,0.04427359819573616
0.02095,-0.08415483012487324,-0.31171811888926965
0.021,-0.04016444944874379,0.16264488745504865
0.021050000000000003,0.007061684434716106,-0.06595426261528231
0.0211,0.05654622539599173,-0.006276593279597448
0.021150000000000002,0.1059023867825102,0.27616220643726697
0.0212,0.15322640246573677,-0.2694131718290705
0.02125,0.19561907975758816,0.5797848861852617
0.0213,0.22616233440805436,-0.15563983876744839
0.02135,0.2380768369105634,0.30086264029034204
0.021400000000000002,0.23032606894060195,-0.3235296088574582
0.02145,0.20453254868068216,0.16823222609524258
0.021500000000000002,0.16331686310212684,0.16428192701452402
0.02155,0.11124098520938995,-0.21834945363899272
0.0216,0.052247579994759145,0.24824323935786277
0.021650000000000003,-0.010822219730131578,0.33733914009417465
0.0217,-0.07313549183236122,-0.021083200263171422
0.021750000000000002,-0.1271401799995373,0.58740915936657
0.0218,-0.16951458543472925,0.23587929219881232
0.02185,-0.20250956458997257,0.0412087747963433
0.0219,-0.22688345435749982,-0.20747239957593935
0.02195,-0.2387036289286812,-0.20447666033091014
0.022000000000000002,-0.23551819838743954,-0.10391831144996165
0.02205,-0.22028659838984532,-0.028884910534231298
0.0221,-0.19711229116143,-0.21935066031872985
0.02215,-0.17012703112969813,-0.06425289729092437
0.0222,-0.14425646430885963,-0.23980457557458948
0.022250000000000002,-0.12162799379505082,-0.4407814927645542
0.0223,-0.10025062054628452,-0.013319569311193628
0.022350000000000002,-0.07784674596154433,-0.4119845199283378
0.0224,-0.05582056514160468,-0.07524567440881937
0.02245,-0.036726145885868006,-0.039783693742021335
0.022500000000000003,-0.01972618085151749,-0.039527353438992996
0.02255,-0.0018144893548747926,0.10806371168950434
0.022600000000000002,0.019104495778368855,0.19523093160302749
0.02265,0.04243330382147327,0.17011824806629802
0.0227,0.06850076859306795,0.002584728243643949
0.02275,0.09980217342602138,-0.20034352004506595
0.0228,0.13883846803016148,0.46343173271902477
0.022850000000000002,0.1855920728354951,-0.02557648164009297
0.0229,0.23792707101283517,-0.31620751092659727
0.02295,0.29597833785710476,0.17299562873891514
0.023,0.35957410533870127,0.667037455823436
0.02305,0.4252032296339409,0.025688594690944005
0.023100000000000002,0.48516153361360914,0.16956023140514967
0.02315,0.5318157907097621,0.14081573920823223
0.023200000000000002,0.55856625895278,-0.1302320143153946
0.02325,0.557534248538771,0.4342125990898158
0.0233,0.5223395755157151,-0.3979866204000183
0.023350000000000003,0.449129491884385,-0.5003688467215721
0.0234,0.33620058032020717,0.21918316277561176
0.023450000000000002,0.1885802694726419,-0.00029598371870758145
0.0235,0.01894580302501317,0.1328975028688933
0.02355,-0.15747017631015292,0.2609889749874803
0.0236,-0.32793520002160353,0.1306942310456708
0.02365,-0.481940884974981,-0.07185320702589978
0.023700000000000002,-0.6084345487536322,-0.1531359014848872
0.02375,-0.6967061208914116,-0.02150652818321833
0.0238,-0.7396952980572779,-0.24168881442577134
0.02385,-0.7346351268770809,0.2593844239290127
0.0239,-0.6831391431505532,-0.4949984667776065
0.023950000000000003,-0.5912302720549332,-0.32426069504418764
0.024,-0.46796726733609384,-0.1463736941040684
0.024050000000000002,-0.32445980584965406,-0.25797271615167866
0.0241,-0.1712044307567835,0.2120828524104551
0.02415,-0.01845506696516487,0.08525057798324191
0.024200000000000003,0.12261847275150044,-0.10648416025989715
0.02425,0.24352647306666225,0.07135138392991049
0.024300000000000002,0.34174236911850747,0.55106697558126
0.02435,0.4169001787045946,-0.21803226415268492
0.0244,0.46518443109050267,0.3635042510651589
0.02445,0.484303053443278,-0.1969425768786655
0.0245,0.48084327267841825,-0.05315466686675026
0.024550000000000002,0.46234325342994725,0.3049904185794761
0.0246,0.42819223682855095,0.07462745776476364
0.024650000000000002,0.3774154119084642,-0.04403345301176059
0.0247,0.31887639612339813,0.028564228304681874
0.02475,0.2635822279272959,0.41270832188491197
0.024800000000000003,0.21447980682784745,-0.12582725910229592
0.02485,0.16907259092115506,-0.18567209075909358
0.024900000000000002,0.12842894622884543,-0.43008323838501095
0.02495,0.09759237549877144,-0.23699174414529842
0.025,0.07438077997807796,0.4713227382271568
0.025050000000000003,0.04907161363526786,0.35226112475174615
0.0251,0.014009889881799069,0.2284864201517053
0.025150000000000002,-0.03416266114819814,-0.045119170147953955
0.0252,-0.09623222211851602,0.2606145242240641
0.02525,-0.1696867968313741,0.03825021771612042
0.0253,-0.24725527414734577,0.1927163090490662
0.02535,-0.3199415523703946,-0.0830443777597067
0.025400000000000002,-0.3808422984678038,-0.18431730158709098
0.02545,-0.42423735305537896,0.1908007891975569
0.025500000000000002,-0.44245228480818055,-0.06909699603030375
0.02555,-0.4257812756011517,-0.12789907974159898
0.0256,-0.36992543025125757,0.08394527622948754
0.025650000000000003,-0.27962987666993605,0.3132433893364199
0.0257,-0.16594355006979827,0.1309015689905965
0.025750000000000002,-0.04106738632726253,0.0925335648158054
0.0258,0.08494019563899681,-0.09392341294268342
0.02585,0.2014924545088716,-0.1980026646752866
0.025900000000000003,0.2950396536352459,-0.009428291412801592
0.02595,0.3540925259159923,0.2810301115590519
0.026000000000000002,0.3760392476354461,0.005421971816733559
0.02605,0.36524042498047654,0.026795696815954246
0.0261,0.3288569794869252,0.07889904338430649
0.02615,0.2728421238088235,0.4384380946539526
0.0262,0.20525220006969036,-0.5499947604332361
0.026250000000000002,0.13941282019251214,-0.03265533955478091
0.0263,0.08785526956184773,-0.1276357679514375
0.026350000000000002,0.055425675370772635,-0.1373664508992512
0.0264,0.04170792112766975,-0.17338158523982106
0.02645,0.04941941415594552,0.06895798221463578
0.026500000000000003,0.08265760320451292,0.18956861785623202
0.02655,0.13849903743498165,-0.019443027884637372
0.026600000000000002,0.20280000519922498,-0.09957121514963857
0.02665,0.25846563188895366,-0.39404830791502954
0.0267,0.2973897253838301,-0.08289557491455685
0.026750000000000003,0.32014810460741594,-0.22076156862850801
0.0268,0.32757301027288444,-0.10217218070230451
0.026850000000000002,0.3172958500272569,0.03045751676420612
0.0269,0.2898882199193691,0.4524427221151742
0.02695,0.25220409099488816,0.03280684676357376
0.027,0.21299341524386006,0.28786199403682183
0.02705,0.17739165159410097,-0.3303700107875386
0.027100000000000003,0.14842433069490504,0.13373025103969013
0.02715,0.13076310387169798,0.02301774986894739
0.027200000000000002,0.12711844835524672,0.4357824395954388
0.02725,0.13414924030164263,-0.022181523298987527
0.0273,0.1451967299508192,0.0058738807138769816
0.027350000000000003,0.15552240998201902,0.0680429057073782
0.0274,0.1641691145400601,0.2870326171503942
0.027450000000000002,0.1708465205855002,0.1820629682926177
0.0275,0.17141813841478834,-0.0994200144430234
0.02755,0.15915039139566073,-0.36325110528313614
0.027600000000000003,0.13164330450458955,0.11542523790976336
0.02765,0.09175962988501671,-0.31578733097983763
0.027700000000000002,0.04134975533369434,-0.41217015408317464
